motif ic_mean ic_median lib lab_mean lab_median lab
SIX1_1 0.788 0.3189 ENCODE 4 4 4
SIX2_1 0.877 0.4484 ENCODE 3 4 4
SIX3_1 0.8715 0.711 ENCODE 3 3 3
SIX4_1 0.7809 0.248 ENCODE 4 4 4
SIX6_2 0.882 0.5342 ENCODE 3 4 4
SIX6_3 0.7995 0.3 ENCODE 4 4 4
HNF1A_3 0.6718 0.3804 ENCODE 4 4 4
HNF1B_2 0.7964 0.4733 ENCODE 4 4 4
TGIF1_2 0.8465 0.5535 ENCODE 3 4 4
TGIF2_1 0.9847 0.7887 ENCODE 3 3 3
NKX2-1_3 0.8598 0.6681 ENCODE 3 4 4
TLX2_2 0.6757 0.554 ENCODE 4 4 4
UNCX_1 0.8558 0.4714 ENCODE 3 4 4
VAX1_1 0.7217 0.286 ENCODE 4 4 4
VAX2_1 0.7426 0.3532 ENCODE 4 4 4
VSX1_1 0.8076 0.4299 ENCODE 4 4 4
BCL6B_2 1.7535 1.9407 ENCODE 1 1 1
CTCF_2 1.2053 1.0034 ENCODE 2 3 3
EGR1_5 1.1383 1.399 ENCODE 2 2 2
EGR1_6 1.4002 1.8625 ENCODE 1 1 1
EGR2_2 1.3899 1.5942 ENCODE 1 1 1
EGR2_3 1.033 1.364 ENCODE 3 2 3
EGR3_2 1.2102 1.5906 ENCODE 2 1 2
EGR4_2 0.8681 0.8524 ENCODE 3 3 3
EGR3_3 1.2776 1.6914 ENCODE 2 1 2
GLI2_1 0.8779 0.922 ENCODE 3 3 3
GLI2_2 1.167 1.1895 ENCODE 2 2 2
GLIS1_1 1.585 1.9635 ENCODE 1 1 1
GLIS2_2 1.2051 1.1941 ENCODE 2 2 2
GLIS3_1 1.5023 1.6678 ENCODE 1 1 1
HIC2_1 0.9397 1.0981 ENCODE 3 2 3
HINFP_2 1.0853 1.2991 ENCODE 2 2 2
HINFP_3 1.5075 1.8918 ENCODE 1 1 1
HINFP_4 1.4809 1.9024 ENCODE 1 1 1
HIC1_4 1.2506 1.3474 ENCODE 2 2 2
HIC1_5 1.0577 1.148 ENCODE 3 2 3
KLF13_1 1.1398 1.0699 ENCODE 2 3 3
KLF14_1 1.148 1.1887 ENCODE 2 2 2
KLF16_1 1.1964 1.1187 ENCODE 2 2 2
KLF12_2 1.1199 1.3392 ENCODE 2 2 2
PRDM1_2 1.2276 1.4366 ENCODE 2 2 2
SCRT1_1 1.1819 1.4388 ENCODE 2 2 2
SCRT2_1 1.3771 1.8639 ENCODE 1 1 1
SNAI2_1 1.0539 1.1945 ENCODE 3 2 3
SP1_7 1.0294 0.7638 ENCODE 3 3 3
SP3_2 0.9386 0.9182 ENCODE 3 3 3
SP4_2 1.1745 1.1836 ENCODE 2 2 2
SP8_1 1.0117 1.0448 ENCODE 3 3 3
YY1_7 0.8297 0.51 ENCODE 4 4 4
YY2_1 1.0639 1.3099 ENCODE 3 2 3
YY2_2 0.8734 0.6978 ENCODE 3 3 3
ZBED1_1 1.4655 1.7834 ENCODE 1 1 1
ZBTB7A_2 1.0656 1.2638 ENCODE 3 2 3
ZBTB7B_2 1.1636 1.0851 ENCODE 2 3 3
ZBTB7C_1 0.8708 0.7936 ENCODE 3 3 3
ZIC1_3 1.341 1.3979 ENCODE 1 2 2
ZIC3_3 1.1502 1.1437 ENCODE 2 2 2
ZIC4_1 0.9065 0.8643 ENCODE 3 3 3
ZNF143_2 1.3787 1.5032 ENCODE 1 2 2
ZBTB18_2 1.2778 1.6356 ENCODE 2 1 2
ZBTB18_3 1.1866 1.3748 ENCODE 2 2 2
ZKSCAN3_1 1.4828 1.5146 ENCODE 1 1 1
ZNF410_2 1.443 1.8602 ENCODE 1 1 1
ZNF524_1 1.4633 1.5534 ENCODE 1 1 1
ZNF524_2 1.0605 0.8825 ENCODE 3 3 3
ZNF740_2 1.2467 1.4465 ENCODE 2 2 2
ZNF740_3 1.3414 1.5928 ENCODE 1 1 1
ZNF75A_1 1.449 1.6195 ENCODE 1 1 1
ZNF784_1 1.574 1.8193 ENCODE 1 1 1
ZSCAN4_3 1.4095 1.6549 ENCODE 1 1 1
ZNF652_1 1.3817 1.7538 ENCODE 1 1 1
ZNF740_4 0.9138 0.964 ENCODE 3 3 3
ZIC3_4 1.251 1.4089 ENCODE 2 2 2
CENPB_1 0.9333 1.065 ENCODE 3 3 3
GRHL1_1 0.9096 0.6866 ENCODE 3 4 4
GRHL1_2 1.2148 1.2399 ENCODE 2 2 2
GRHL1_3 1.1905 1.2003 ENCODE 2 2 2
TFCP2_4 1.1701 1.2359 ENCODE 2 2 2
TFCP2_5 0.9112 0.8268 ENCODE 3 3 3
CUX1_8 1.0461 1.4299 ENCODE 3 2 3
CUX1_9 0.9918 1.3734 ENCODE 3 2 3
CUX1_10 1.1472 1.3688 ENCODE 2 2 2
CUX2_1 1.2488 1.6764 ENCODE 2 1 2
CUX2_2 1.1691 1.311 ENCODE 2 2 2
ONECUT1_2 1.1358 1.093 ENCODE 2 2 2
ONECUT1_3 1.1598 1.1996 ENCODE 2 2 2
ONECUT2_1 1.1261 1.0972 ENCODE 2 2 2
ONECUT3_1 1.2169 1.259 ENCODE 2 2 2
E2F2_2 1.4452 1.6466 ENCODE 1 1 1
E2F2_3 1.381 1.5854 ENCODE 1 1 1
E2F3_2 1.3351 1.5118 ENCODE 1 1 1
E2F3_3 1.2102 1.1562 ENCODE 2 2 2
E2F3_4 1.4255 1.7084 ENCODE 1 1 1
E2F7_1 1.7285 1.9342 ENCODE 1 1 1
EBF1_4 1.1448 1.4161 ENCODE 2 2 2
EHF_2 1.2331 1.3034 ENCODE 2 2 2
ELF1_2 1.3535 1.5005 ENCODE 1 2 2
ELF1_3 1.4201 1.4867 ENCODE 1 2 2
ELF3_2 1.4155 1.4881 ENCODE 1 2 2
ELF3_3 1.334 1.5664 ENCODE 1 1 1
ELF4_1 1.3544 1.5664 ENCODE 1 1 1
ELF5_2 1.0524 0.7958 ENCODE 3 3 3
ELF5_3 0.9477 0.6645 ENCODE 3 4 4
ELK1_4 1.2041 1.164 ENCODE 2 2 2
ELK1_5 1.4179 1.5371 ENCODE 1 1 1
ELK1_6 1.3731 1.6239 ENCODE 1 1 1
ELK3_1 1.1791 1.1485 ENCODE 2 2 2
ELK4_2 1.2121 1.2064 ENCODE 2 2 2
ERF_1 1.2896 1.2831 ENCODE 2 2 2
ERG_1 1.1781 1.0652 ENCODE 2 3 3
ERG_2 1.3182 1.4015 ENCODE 2 2 2
ERG_3 1.2459 1.243 ENCODE 2 2 2
ERG_4 1.4192 1.527 ENCODE 1 1 1
ETS1_4 1.215 1.1431 ENCODE 2 2 2
ETS1_5 1.1518 0.9532 ENCODE 2 3 3
ETS1_6 1.1366 1.0422 ENCODE 2 3 3
ETS1_7 1.3996 1.4314 ENCODE 1 2 2
ETV1_1 1.0759 0.8622 ENCODE 3 3 3
ETV2_1 1.3331 1.4983 ENCODE 1 2 2
ETV3_1 1.1632 1.2343 ENCODE 2 2 2
ETV4_2 1.0625 0.8329 ENCODE 3 3 3
ETV5_1 0.9461 0.6714 ENCODE 3 4 4
ETV6_1 1.3625 1.4681 ENCODE 1 2 2
ETV6_2 1.2354 1.32 ENCODE 2 2 2
ELF5_4 0.9101 0.6335 ENCODE 3 4 4
ELK3_2 1.4122 1.509 ENCODE 1 2 2
FEV_2 1.1713 1.0117 ENCODE 2 3 3
FLI1_1 1.1564 1.0341 ENCODE 2 3 3
FLI1_2 1.2742 1.3075 ENCODE 2 2 2
FLI1_3 1.3279 1.4042 ENCODE 1 2 2
FLI1_4 1.4849 1.6398 ENCODE 1 1 1
GABPA_3 1.3138 1.3349 ENCODE 2 2 2
SPDEF_2 1.3193 1.416 ENCODE 2 2 2
SPDEF_3 1.3207 1.3908 ENCODE 2 2 2
SPDEF_4 1.2517 1.3376 ENCODE 2 2 2
SPDEF_5 1.3158 1.4058 ENCODE 2 2 2
SPDEF_6 1.4066 1.6201 ENCODE 1 1 1
SPDEF_7 1.1947 1.2269 ENCODE 2 2 2
SPI1_4 1.5401 1.8086 ENCODE 1 1 1
SPIB_2 1.2784 1.4683 ENCODE 2 2 2
SPIC_1 0.9453 0.9135 ENCODE 3 3 3
SPIC_2 1.3697 1.6246 ENCODE 1 1 1
GATA3_4 0.9946 0.6842 ENCODE 3 4 4
GATA3_5 0.8996 0.825 ENCODE 3 3 3
GATA4_2 1.0097 0.7532 ENCODE 3 3 3
GATA5_2 1.0434 0.8335 ENCODE 3 3 3
GCM1_2 1.2537 1.2808 ENCODE 2 2 2
GCM1_3 1.0169 0.9151 ENCODE 3 3 3
GCM1_4 1.184 1.2105 ENCODE 2 2 2
GCM2_1 1.1005 1.0794 ENCODE 2 3 3
LEF1_5 1.1907 1.5267 ENCODE 2 1 2
SOX9_3 1.0661 1.4099 ENCODE 3 2 3
TCF7L1_2 1.3988 1.5055 ENCODE 1 2 2
TCF7_2 1.4098 1.6278 ENCODE 1 1 1
HOMEZ_2 1.0486 1.059 ENCODE 3 3 3
HSF1_4 0.9634 1.01 ENCODE 3 3 3
HSF1_5 1.4414 1.8202 ENCODE 1 1 1
HSF2_2 1.3244 1.4593 ENCODE 2 2 2
HSF4_1 1.0484 1.1483 ENCODE 3 2 3
HSFY2_1 0.7828 0.8139 ENCODE 4 3 4
HSFY2_2 1.185 1.0553 ENCODE 2 3 3
HSFY2_3 0.7157 0.8314 ENCODE 4 3 4
IRF3_2 1.1408 1.0754 ENCODE 2 3 3
IRF4_2 1.5471 1.8403 ENCODE 1 1 1
IRF5_2 1.0961 0.9948 ENCODE 2 3 3
IRF5_3 1.1937 1.4808 ENCODE 2 2 2
IRF7_2 1.2591 1.3571 ENCODE 2 2 2
IRF7_3 1.0601 0.9944 ENCODE 3 3 3
IRF8_2 1.3757 1.6856 ENCODE 1 1 1
IRF8_3 1.6075 1.9278 ENCODE 1 1 1
IRF9_3 1.6556 1.8794 ENCODE 1 1 1
MEF2A_5 1.4284 1.5698 ENCODE 1 1 1
MEF2B_1 1.531 1.8186 ENCODE 1 1 1
MEF2D_1 1.5416 1.8271 ENCODE 1 1 1
SRF_9 1.4505 1.6815 ENCODE 1 1 1
SRF_10 1.3115 1.6389 ENCODE 2 1 2
SMAD3_3 1.5611 1.8455 ENCODE 1 1 1
MEIS1_4 1.1341 1.2748 ENCODE 2 2 2
MEIS2_1 1.7222 1.9703 ENCODE 1 1 1
MEIS2_2 1.3697 1.6205 ENCODE 1 1 1
MEIS3_2 1.127 1.3767 ENCODE 2 2 2
MEIS3_3 1.2585 1.2042 ENCODE 2 2 2
MEIS2_3 1.2636 1.3954 ENCODE 2 2 2
MEIS2_4 1.1025 1.0905 ENCODE 2 2 2
MEIS3_4 1.1337 1.3689 ENCODE 2 2 2
MEIS3_5 1.4489 1.4959 ENCODE 1 2 2
PKNOX1_2 1.7862 1.8929 ENCODE 1 1 1
PKNOX2_2 1.7686 1.8498 ENCODE 1 1 1
PKNOX2_3 1.8538 1.9681 ENCODE 1 1 1
TGIF1_3 1.8568 1.9514 ENCODE 1 1 1
TGIF2LX_1 1.6836 1.7914 ENCODE 1 1 1
TGIF2_2 1.5315 1.6844 ENCODE 1 1 1
MYBL1_2 0.951 0.975 ENCODE 3 3 3
MYBL1_3 1.2734 1.4521 ENCODE 2 2 2
MYBL1_4 0.9484 0.9545 ENCODE 3 3 3
MYBL1_5 0.8562 0.7699 ENCODE 3 3 3
MYBL2_1 1.0975 1.0054 ENCODE 2 3 3
MYBL2_2 1.2605 1.2478 ENCODE 2 2 2
MYBL2_3 0.9695 0.8893 ENCODE 3 3 3
MYBL2_4 1.1183 0.9866 ENCODE 2 3 3
NFAT5_1 1.3198 1.5176 ENCODE 2 1 2
NFATC1_1 1.0428 0.8726 ENCODE 3 3 3
NFATC1_2 1.3659 1.4556 ENCODE 1 2 2
NFATC1_3 1.4723 1.5321 ENCODE 1 1 1
NFKB1_3 1.5786 1.8739 ENCODE 1 1 1
NFKB2_1 1.2683 1.0905 ENCODE 2 2 2
NFIA_1 1.2992 1.8113 ENCODE 2 1 2
NFIB_1 1.3052 1.7607 ENCODE 2 1 2
NFIX_1 1.0172 1.1102 ENCODE 3 2 3
NRF1_2 1.4968 1.708 ENCODE 1 1 1
PAX1_2 1.1562 1.3036 ENCODE 2 2 2
PAX2_4 1.0025 1.18 ENCODE 3 2 3
PAX3_3 1.5425 1.8166 ENCODE 1 1 1
PAX4_7 1.1009 1.1491 ENCODE 2 2 2
PAX4_8 1.1836 1.1526 ENCODE 2 2 2
PAX5_4 0.7913 0.9012 ENCODE 4 3 4
PAX6_5 0.9779 0.899 ENCODE 3 3 3
PAX7_2 1.3098 1.5796 ENCODE 2 1 2
PAX7_3 1.643 1.8838 ENCODE 1 1 1
PAX9_1 1.3095 1.4377 ENCODE 2 2 2
POU1F1_4 0.6157 0.4752 ENCODE 4 4 4
POU1F1_5 1.0684 1.0126 ENCODE 3 3 3
POU2F1_13 1.0036 1.004 ENCODE 3 3 3
POU2F1_14 0.794 0.816 ENCODE 4 3 4
POU2F2_2 0.9626 0.9466 ENCODE 3 3 3
POU2F2_3 0.6364 0.6809 ENCODE 4 4 4
POU2F3_2 1.187 1.0918 ENCODE 2 2 2
POU2F3_3 0.8092 0.7454 ENCODE 4 3 4
POU3F1_2 0.9964 1.0182 ENCODE 3 3 3
POU3F1_3 0.7841 0.6913 ENCODE 4 4 4
POU3F2_5 0.7814 0.6629 ENCODE 4 4 4
POU3F2_6 1.1478 1.3006 ENCODE 2 2 2
POU3F3_2 1.0384 1.0232 ENCODE 3 3 3
POU3F3_3 0.8585 0.8315 ENCODE 3 3 3
POU3F3_4 0.6496 0.656 ENCODE 4 4 4
POU3F4_2 1.4864 1.3863 ENCODE 1 2 2
POU3F4_3 0.9734 0.9404 ENCODE 3 3 3
POU4F1_1 0.9376 0.9215 ENCODE 3 3 3
POU4F2_1 0.9974 0.9416 ENCODE 3 3 3
POU4F2_2 1.3085 1.4629 ENCODE 2 2 2
POU4F3_2 0.8633 0.9112 ENCODE 3 3 3
POU5F1B_1 1.1731 1.1335 ENCODE 2 2 2
POU5F1B_2 1.0001 0.8993 ENCODE 3 3 3
POU6F2_1 1.1693 1.2808 ENCODE 2 2 2
POU6F2_2 1.3871 1.6322 ENCODE 1 1 1
POU6F2_3 1.287 1.5834 ENCODE 2 1 2
POU2F2_4 1.1544 1.2063 ENCODE 2 2 2
POU2F2_5 1.6158 1.5668 ENCODE 1 1 1
PROX1_1 1.4113 1.6372 ENCODE 1 1 1
RFX2_1 1.2654 1.3132 ENCODE 2 2 2
RFX2_2 1.6145 1.7783 ENCODE 1 1 1
RFX3_2 1.0559 1.2047 ENCODE 3 2 3
RFX3_3 1.4323 1.6288 ENCODE 1 1 1
RFX4_2 0.9747 1.046 ENCODE 3 3 3
RFX4_3 1.3125 1.4378 ENCODE 2 2 2
RFX5_1 1.2788 1.5528 ENCODE 2 1 2
RFX5_2 1.3027 1.5444 ENCODE 2 1 2
RFX2_3 1.1461 1.2396 ENCODE 2 2 2
RFX2_4 1.3353 1.4432 ENCODE 1 2 2
RFX3_4 1.407 1.4826 ENCODE 1 2 2
RUNX2_4 0.9643 0.9965 ENCODE 3 3 3
RUNX2_5 0.9625 0.8694 ENCODE 3 3 3
RUNX2_6 1.2834 1.1862 ENCODE 2 2 2
RUNX3_1 1.0553 1.1308 ENCODE 3 2 3
RUNX3_2 1.1796 1.1957 ENCODE 2 2 2
RUNX3_3 0.9491 0.8344 ENCODE 3 3 3
RUNX3_4 1.1687 1.1749 ENCODE 2 2 2
GMEB2_1 1.0069 0.7787 ENCODE 3 3 3
GMEB2_2 1.4184 1.4355 ENCODE 1 2 2
GMEB2_3 1.0727 1.0246 ENCODE 3 3 3
EOMES_2 0.9548 1.1169 ENCODE 3 2 3
EOMES_3 0.8322 0.7359 ENCODE 4 3 4
MGA_1 1.354 1.3917 ENCODE 1 2 2
MGA_2 1.3033 1.3518 ENCODE 2 2 2
MGA_3 1.0771 1.0002 ENCODE 3 3 3
TBR1_1 1.2472 1.2204 ENCODE 2 2 2
TBR1_2 1.4651 1.6149 ENCODE 1 1 1
TBX15_1 1.6452 1.6658 ENCODE 1 1 1
TBX15_2 1.6633 1.6417 ENCODE 1 1 1
TBX19_1 0.874 0.7814 ENCODE 3 3 3
TBX1_1 1.3219 1.4484 ENCODE 2 2 2
TBX1_2 1.6716 1.7654 ENCODE 1 1 1
TBX1_3 1.6029 1.6629 ENCODE 1 1 1
TBX1_4 1.4255 1.6665 ENCODE 1 1 1
TBX20_1 1.283 1.2478 ENCODE 2 2 2
TBX20_2 1.2558 1.3113 ENCODE 2 2 2
TBX20_3 0.8871 0.7661 ENCODE 3 3 3
TBX20_4 1.2587 1.1706 ENCODE 2 2 2
TBX21_1 1.0921 1.1323 ENCODE 2 2 2
TBX21_2 1.2672 1.2382 ENCODE 2 2 2
TBX21_3 0.9862 0.8937 ENCODE 3 3 3
TBX21_4 1.6607 1.8617 ENCODE 1 1 1
TBX21_5 1.3531 1.3714 ENCODE 1 2 2
TBX21_6 1.3887 1.568 ENCODE 1 1 1
TBX2_1 0.9305 0.7835 ENCODE 3 3 3
TBX2_2 0.9329 0.819 ENCODE 3 3 3
TBX4_1 1.2364 1.1284 ENCODE 2 2 2
TBX4_2 0.8819 0.74 ENCODE 3 3 3
TBX5_4 1.0596 0.8273 ENCODE 3 3 3
TBX5_5 1.0529 0.9979 ENCODE 3 3 3
T_3 1.1853 1.1442 ENCODE 2 2 2
TEAD1_3 0.9508 1.0674 ENCODE 3 3 3
TEAD1_4 1.0365 0.9692 ENCODE 3 3 3
TEAD3_1 1.0265 1.0045 ENCODE 3 3 3
TEAD3_2 1.4382 1.6715 ENCODE 1 1 1
TEAD4_1 0.9386 0.9406 ENCODE 3 3 3
TFAP2A_6 0.8966 0.736 ENCODE 3 3 3
TFAP2A_7 1.0092 1.0986 ENCODE 3 2 3
TFAP2A_8 0.9153 0.5282 ENCODE 3 4 4
TFAP2B_2 0.9059 0.7794 ENCODE 3 3 3
TFAP2B_3 1.1425 1.3178 ENCODE 2 2 2
TFAP2B_4 1.1043 1.2007 ENCODE 2 2 2
TFAP2C_3 0.8716 0.7385 ENCODE 3 3 3
TFAP2C_4 1.0351 1.307 ENCODE 3 2 3
TFAP2C_5 1.1138 1.1585 ENCODE 2 2 2
TFAP2C_6 0.7534 0.7027 ENCODE 4 3 4
TFAP2C_7 1.0948 0.7524 ENCODE 2 3 3
TFAP2C_8 0.8614 0.7447 ENCODE 3 3 3
TFAP2A_9 0.9873 0.9386 ENCODE 3 3 3
TFAP2A_10 1.0787 1.2817 ENCODE 3 2 3
TFAP2A_11 1.0244 0.7897 ENCODE 3 3 3
ARNTL_1 1.767 1.8815 ENCODE 1 1 1
ASCL2_2 1.285 1.4729 ENCODE 2 2 2
ATOH1_1 1.1381 1.479 ENCODE 2 2 2
BHLHA15_1 1.4238 1.8859 ENCODE 1 1 1
BHLHE40_3 1.2695 1.7383 ENCODE 2 1 2
BHLHE41_1 1.3358 1.8186 ENCODE 1 1 1
BHLHE22_1 1.2493 1.5104 ENCODE 2 1 2
BHLHE23_1 1.3037 1.5031 ENCODE 2 2 2
BHLHE41_2 1.5486 1.9235 ENCODE 1 1 1
BHLHE40_4 1.3059 1.8061 ENCODE 2 1 2
CLOCK_1 1.1902 1.5225 ENCODE 2 1 2
FIGLA_1 1.0386 1.2904 ENCODE 3 2 3
HES5_1 1.5443 1.9388 ENCODE 1 1 1
HES7_1 1.6487 1.9299 ENCODE 1 1 1
HEY1_1 1.2269 1.5458 ENCODE 2 1 2
HEY2_1 1.1534 1.286 ENCODE 2 2 2
HEY2_2 1.1968 1.4297 ENCODE 2 2 2
ID4_1 1.1591 1.6184 ENCODE 2 1 2
MAX_4 1.2135 1.5927 ENCODE 2 1 2
MAX_5 1.1435 1.6998 ENCODE 2 1 2
MESP1_1 0.9866 1.2556 ENCODE 3 2 3
MLXIPL_1 1.273 1.7926 ENCODE 2 1 2
MLX_1 1.4721 1.7683 ENCODE 1 1 1
MNT_1 1.1166 1.7356 ENCODE 2 1 2
MYF6_2 1.4583 1.5786 ENCODE 1 1 1
MLX_2 1.4559 1.9902 ENCODE 1 1 1
NEUROD2_1 1.0701 1.2693 ENCODE 3 2 3
NEUROG2_1 1.3425 1.73 ENCODE 1 1 1
NEUROG2_2 1.4502 1.6802 ENCODE 1 1 1
NHLH1_4 1.4043 1.7872 ENCODE 1 1 1
NHLH1_5 1.319 1.3463 ENCODE 2 2 2
OLIG1_1 1.4663 1.8064 ENCODE 1 1 1
OLIG2_1 1.2357 1.4646 ENCODE 2 2 2
OLIG2_2 1.2953 1.5262 ENCODE 2 1 2
OLIG3_1 1.1442 1.3829 ENCODE 2 2 2
SREBF2_1 1.5418 1.6574 ENCODE 1 1 1
SREBF1_4 1.494 1.6239 ENCODE 1 1 1
TCF3_7 1.1473 1.4571 ENCODE 2 2 2
TCF4_1 1.192 1.5401 ENCODE 2 1 2
TCF4_2 0.6932 0.6024 ENCODE 4 4 4
TFAP4_5 1.3859 1.7065 ENCODE 1 1 1
TFAP4_6 1.4151 1.8073 ENCODE 1 1 1
TFE3_1 0.9435 0.937 ENCODE 3 3 3
TFEB_1 1.1336 1.2333 ENCODE 2 2 2
TCF21_1 1.2935 1.5368 ENCODE 2 1 2
USF1_2 1.2053 1.3898 ENCODE 2 2 2
ATF4_2 1.2007 1.1455 ENCODE 2 2 2
ATF7_1 1.2367 1.4995 ENCODE 2 2 2
ATF4_3 1.384 1.5334 ENCODE 1 1 1
BATF3_1 1.6584 1.869 ENCODE 1 1 1
CEBPB_3 1.2768 1.2865 ENCODE 2 2 2
CEBPB_4 1.3107 1.3086 ENCODE 2 2 2
CEBPD_2 1.3212 1.4229 ENCODE 2 2 2
CEBPE_1 1.1682 1.1028 ENCODE 2 2 2
CEBPG_2 1.466 1.6253 ENCODE 1 1 1
CEBPG_3 1.4376 1.5486 ENCODE 1 1 1
CREB3L1_1 1.233 1.3114 ENCODE 2 2 2
CREB3L1_2 1.276 1.1517 ENCODE 2 2 2
CREB3L1_3 1.5245 1.4623 ENCODE 1 2 2
CREB3_1 1.2927 1.7731 ENCODE 2 1 2
CREB3_2 1.1059 1.1641 ENCODE 2 2 2
CEBPB_5 1.3314 1.384 ENCODE 1 2 2
CREB3L2_1 1.7282 1.8895 ENCODE 1 1 1
CREB3L2_2 1.4275 1.3366 ENCODE 1 2 2
CREB5_1 1.3601 1.5297 ENCODE 1 1 1
DBP_2 1.2214 1.5476 ENCODE 2 1 2
DBP_3 1.1451 1.3604 ENCODE 2 2 2
DBP_4 1.3024 1.6566 ENCODE 2 1 2
HLF_3 0.9861 1.0474 ENCODE 3 3 3
HLF_4 1.3044 1.6475 ENCODE 2 1 2
JDP2_2 1.6609 1.8063 ENCODE 1 1 1
JDP2_3 1.5097 1.799 ENCODE 1 1 1
JDP2_4 1.678 1.8667 ENCODE 1 1 1
JDP2_5 1.4593 1.7374 ENCODE 1 1 1
JDP2_6 1.7874 1.9708 ENCODE 1 1 1
JDP2_7 1.504 1.8281 ENCODE 1 1 1
MAFF_1 1.3 1.4973 ENCODE 2 2 2
MAFG_1 0.7787 0.9066 ENCODE 4 3 4
MAFK_2 0.9617 0.7883 ENCODE 3 3 3
MAFK_3 0.6049 0.6181 ENCODE 4 4 4
MAFK_4 0.9394 0.7842 ENCODE 3 3 3
MAFK_5 0.9072 0.8532 ENCODE 3 3 3
MAFB_3 0.9447 0.7419 ENCODE 3 3 3
MAFB_4 0.8304 0.8521 ENCODE 4 3 4
MAFB_5 0.9699 1.0902 ENCODE 3 3 3
NFE2_2 1.5359 1.9829 ENCODE 1 1 1
NFIL3_3 0.9628 1.1646 ENCODE 3 2 3
NRL_1 0.7506 0.6617 ENCODE 4 4 4
TEF_2 1.215 1.5225 ENCODE 2 1 2
TEF_3 1.0732 1.2027 ENCODE 3 2 3
XBP1_3 1.2548 1.2839 ENCODE 2 2 2
XBP1_4 1.1053 1.0728 ENCODE 2 3 3
FOXB1_1 1.1609 1.2795 ENCODE 2 2 2
FOXB1_2 1.1059 1.119 ENCODE 2 2 2
FOXB1_3 1.1128 0.9869 ENCODE 2 3 3
FOXB1_4 1.2498 1.3873 ENCODE 2 2 2
FOXC1_3 1.1491 1.1477 ENCODE 2 2 2
FOXC1_4 1.0363 0.7364 ENCODE 3 3 3
FOXC1_5 1.0796 1.0259 ENCODE 3 3 3
FOXC2_1 0.8661 0.7184 ENCODE 3 3 3
FOXC2_2 1.2194 1.3836 ENCODE 2 2 2
FOXC2_3 0.9672 0.938 ENCODE 3 3 3
FOXD2_1 0.8522 0.7291 ENCODE 3 3 3
FOXD2_2 1.2317 1.154 ENCODE 2 2 2
FOXD3_3 0.8689 0.7473 ENCODE 3 3 3
FOXD3_4 1.2956 1.2037 ENCODE 2 2 2
FOXG1_1 1.7153 1.9328 ENCODE 1 1 1
FOXG1_2 1.53 1.784 ENCODE 1 1 1
FOXI1_3 1.6596 1.7494 ENCODE 1 1 1
FOXI1_4 1.5226 1.6395 ENCODE 1 1 1
FOXJ2_3 1.4134 1.3897 ENCODE 1 2 2
FOXJ2_4 1.2853 1.3808 ENCODE 2 2 2
FOXJ2_5 1.2638 1.3441 ENCODE 2 2 2
FOXJ3_2 1.1295 1.2157 ENCODE 2 2 2
FOXJ3_3 1.5215 1.701 ENCODE 1 1 1
FOXJ3_4 1.4163 1.4731 ENCODE 1 2 2
FOXK1_2 1.8231 1.8699 ENCODE 1 1 1
FOXL1_4 1.518 1.5783 ENCODE 1 1 1
FOXL1_5 0.9734 1.0102 ENCODE 3 3 3
FOXO1_3 1.3218 1.4396 ENCODE 2 2 2
FOXO1_4 1.6272 1.7149 ENCODE 1 1 1
FOXO1_5 1.3294 1.6033 ENCODE 1 1 1
FOXO3_4 1.8263 1.9482 ENCODE 1 1 1
FOXO3_5 1.6784 1.8041 ENCODE 1 1 1
FOXO3_6 1.4094 1.4225 ENCODE 1 2 2
FOXO4_3 1.5926 1.7476 ENCODE 1 1 1
FOXO4_4 1.5229 1.4449 ENCODE 1 2 2
FOXO4_5 1.1269 1.2273 ENCODE 2 2 2
FOXO6_1 1.5109 1.5142 ENCODE 1 1 1
FOXO6_2 1.7131 1.7872 ENCODE 1 1 1
FOXO6_3 1.4516 1.6808 ENCODE 1 1 1
FOXP3_2 1.2277 1.0653 ENCODE 2 3 3
FOXC1_6 1.4691 1.6204 ENCODE 1 1 1
FOXC1_7 1.3857 1.2233 ENCODE 1 2 2
FOXG1_3 1.668 1.8818 ENCODE 1 1 1
FOXG1_4 1.2981 1.3868 ENCODE 2 2 2
FOXG1_5 1.5987 1.5255 ENCODE 1 1 1
FOXJ3_5 1.7226 1.8311 ENCODE 1 1 1
FOXJ3_6 1.1177 1.0562 ENCODE 2 3 3
FOXJ3_7 1.3448 1.5128 ENCODE 1 1 1
FOXJ3_8 1.4383 1.5348 ENCODE 1 1 1
FOXK1_3 1.7536 1.9284 ENCODE 1 1 1
FOXK1_4 1.02 1.0331 ENCODE 3 3 3
ALX3_2 0.8449 0.893 ENCODE 3 3 3
ALX3_3 0.7452 0.7175 ENCODE 4 3 4
ALX3_4 0.9075 0.9941 ENCODE 3 3 3
ALX4_3 0.8204 0.833 ENCODE 4 3 4
ARX_2 0.906 0.973 ENCODE 3 3 3
ALX1_4 0.9395 1.0198 ENCODE 3 3 3
ALX1_5 0.9897 1.1654 ENCODE 3 2 3
ALX4_4 0.8713 0.9119 ENCODE 3 3 3
ARX_3 0.9586 1.0338 ENCODE 3 3 3
BARHL2_2 0.7747 0.8742 ENCODE 4 3 4
BARHL2_3 0.729 0.4284 ENCODE 4 4 4
BARHL2_4 0.7868 0.569 ENCODE 4 4 4
